filename,width,height,class,xmin,ymin,xmax,ymax
544.jpg,800,600,Rice_horned_caterpillar,213,232,587,355
545.jpg,800,600,Rice_horned_caterpillar,307,122,504,425
546.jpg,800,600,Rice_horned_caterpillar,247,102,407,494
547.jpg,800,600,Rice_horned_caterpillar,314,134,513,528
548.jpg,800,600,Rice_horned_caterpillar,135,203,694,415
549.jpg,800,600,Rice_horned_caterpillar,166,194,637,429
55.jpg,800,600,Armyworms,178,164,390,376
550.jpg,800,600,Rice_horned_caterpillar,145,187,729,429
551.jpg,800,600,Rice_horned_caterpillar,173,92,507,266
551.jpg,800,600,Rice_horned_caterpillar,517,208,748,373
551.jpg,800,600,Rice_horned_caterpillar,45,222,293,494
551.jpg,800,600,Rice_horned_caterpillar,316,294,492,534
552.jpg,800,600,Rice_horned_caterpillar,349,107,692,535
553.jpg,800,600,Rice_horned_caterpillar,262,145,664,443
554.jpg,800,600,Rice_horned_caterpillar,57,168,784,474
555.jpg,800,600,Rice_horned_caterpillar,296,102,631,234
555.jpg,800,600,Rice_horned_caterpillar,232,344,503,447
556.jpg,800,600,Rice_horned_caterpillar,73,63,771,305
556.jpg,800,600,Rice_horned_caterpillar,80,271,547,596
557.jpg,800,600,Rice_horned_caterpillar,355,110,567,398
559.jpg,800,600,Rice_horned_caterpillar,194,42,527,572
56.jpg,800,600,Armyworms,347,213,800,414
560.jpg,800,600,Rice_horned_caterpillar,65,103,678,493
561.jpg,800,600,Rice_horned_caterpillar,263,169,418,452
563.jpg,800,600,Rice_horned_caterpillar,146,127,704,459
564.jpg,800,600,Rice_horned_caterpillar,73,78,722,383
565.jpg,800,600,Rice_horned_caterpillar,220,92,731,460
566.jpg,800,600,Rice_horned_caterpillar,356,291,673,375
567.jpg,800,600,Rice_horned_caterpillar,237,34,757,514
568.jpg,800,600,Rice_horned_caterpillar,250,80,568,557
569.jpg,800,600,Rice_horned_caterpillar,72,164,675,494
57.jpg,800,600,Armyworms,51,71,225,222
57.jpg,800,600,Armyworms,218,54,412,204
57.jpg,800,600,Armyworms,209,248,511,361
57.jpg,800,600,Armyworms,261,469,453,587
57.jpg,800,600,Armyworms,539,157,753,419
57.jpg,800,600,Armyworms,54,226,205,415
57.jpg,800,600,Armyworms,445,18,642,177
570.jpg,800,600,Rice_horned_caterpillar,54,76,800,364
571.jpg,800,600,Rice_horned_caterpillar,9,185,594,382
572.jpg,800,600,Rice_horned_caterpillar,19,193,465,434
573.jpg,800,600,Rice_horned_caterpillar,343,150,639,501
574.jpg,800,600,Rice_horned_caterpillar,68,190,783,401
575.jpg,800,600,Rice_horned_caterpillar,182,154,578,493
576.jpg,800,600,Rice_horned_caterpillar,10,124,507,403
577.jpg,800,600,Rice_horned_caterpillar,144,126,447,294
578.jpg,800,600,Rice_horned_caterpillar,347,113,716,365
579.jpg,800,600,Rice_horned_caterpillar,240,83,636,507
580.jpg,800,600,Rice_horned_caterpillar,118,176,704,425
581.jpg,800,600,Rice_horned_caterpillar,128,171,671,479
582.jpg,800,600,Rice_horned_caterpillar,147,105,652,519
583.jpg,800,600,Rice_horned_caterpillar,72,103,425,342
584.jpg,800,600,Rice_horned_caterpillar,34,75,784,483
585.jpg,800,600,Rice_horned_caterpillar,85,124,624,460
586.jpg,800,600,Rice_horned_caterpillar,87,138,775,454
587.jpg,800,600,Rice_horned_caterpillar,19,166,755,450
588.jpg,800,600,Rice_horned_caterpillar,28,160,794,379
589.jpg,800,600,Rice_horned_caterpillar,123,163,594,492
59.jpg,800,600,Armyworms,327,180,460,400
60.jpg,800,600,Armyworms,445,230,610,468
600.jpg,800,600,Rice_skipper,45,87,774,523
601.jpg,800,600,Rice_skipper,232,36,492,521
602.jpg,800,600,Rice_skipper,338,200,519,430
603.jpg,800,600,Rice_skipper,46,233,618,511
604.jpg,800,600,Rice_skipper,314,119,498,424
606.jpg,800,600,Rice_skipper,474,189,686,352
606.jpg,800,600,Rice_skipper,94,372,280,447
607.jpg,800,600,Rice_skipper,234,253,337,420
608.jpg,800,600,Rice_skipper,72,83,583,538
609.jpg,800,600,Rice_skipper,244,111,547,471
610.jpg,800,600,Rice_skipper,235,49,480,535
611.jpg,800,600,Rice_skipper,58,130,194,419
611.jpg,800,600,Rice_skipper,267,123,371,251
611.jpg,800,600,Rice_skipper,268,350,445,443
612.jpg,800,600,Rice_skipper,337,253,447,452
613.jpg,800,600,Rice_skipper,85,167,249,338
613.jpg,800,600,Rice_skipper,348,188,517,431
613.jpg,800,600,Rice_skipper,8,310,63,442
614.jpg,800,600,Rice_skipper,263,41,409,401
615.jpg,800,600,Rice_skipper,428,124,642,405
615.jpg,800,600,Rice_skipper,193,140,315,547
616.jpg,800,600,Rice_skipper,584,194,749,523
616.jpg,800,600,Rice_skipper,57,41,308,510
617.jpg,800,600,Rice_skipper,46,205,749,498
618.jpg,800,600,Rice_skipper,122,158,463,539
619.jpg,800,600,Rice_skipper,383,100,605,436
619.jpg,800,600,Rice_skipper,20,100,202,489
62.jpg,800,600,Armyworms,262,225,593,394
620.jpg,800,600,Rice_skipper,322,170,467,438
621.jpg,800,600,Rice_skipper,115,168,724,395
622.jpg,800,600,Rice_skipper,396,115,515,461
623.jpg,800,600,Rice_skipper,237,94,566,546
624.jpg,800,600,Rice_skipper,446,161,766,450
624.jpg,800,600,Rice_skipper,48,57,234,541
624.jpg,800,600,Rice_skipper,244,150,382,566
625.jpg,800,600,Rice_skipper,278,74,557,404
626.jpg,800,600,Rice_skipper,315,326,477,475
627.jpg,800,600,Rice_skipper,303,94,544,563
628.jpg,800,600,Rice_skipper,207,324,525,492
629.jpg,800,600,Rice_skipper,173,193,630,501
63.jpg,800,600,Armyworms,38,41,757,574
630.jpg,800,600,Rice_skipper,272,119,467,552
631.jpg,800,600,Rice_skipper,302,162,503,447
632.jpg,800,600,Rice_skipper,109,99,684,552
633.jpg,800,600,Rice_skipper,229,184,371,478
634.jpg,800,600,Rice_skipper,287,119,511,496
634.jpg,800,600,Rice_skipper,697,89,766,373
635.jpg,800,600,Rice_skipper,142,207,628,414
636.jpg,800,600,Rice_skipper,234,71,687,545
64.jpg,800,600,Armyworms,180,232,503,521
64.jpg,800,600,Armyworms,544,245,606,385
64.jpg,800,600,Armyworms,645,294,786,458
65.jpg,800,600,Armyworms,46,174,723,538
650.jpg,800,600,Spiny_beetle,35,97,707,464
651.jpg,800,600,Spiny_beetle,292,196,533,364
652.jpg,800,600,Spiny_beetle,83,69,744,431
653.jpg,800,600,Spiny_beetle,53,45,511,347
654.jpg,800,600,Spiny_beetle,177,93,729,536
655.jpg,800,600,Spiny_beetle,56,133,608,491
656.jpg,800,600,Spiny_beetle,26,32,521,453
657.jpg,800,600,Spiny_beetle,264,143,684,544
658.jpg,800,600,Spiny_beetle,77,245,448,519
659.jpg,800,600,Spiny_beetle,189,134,591,481
66.jpg,800,600,Armyworms,31,184,730,543
660.jpg,800,600,Spiny_beetle,43,31,535,429
661.jpg,800,600,Spiny_beetle,142,216,418,362
662.jpg,800,600,Spiny_beetle,63,180,624,513
663.jpg,800,600,Spiny_beetle,154,214,745,475
664.jpg,800,600,Spiny_beetle,361,138,608,370
665.jpg,800,600,Spiny_beetle,13,141,409,434
665.jpg,800,600,Spiny_beetle,588,145,772,294
666.jpg,800,600,Spiny_beetle,279,183,598,549
667.jpg,800,600,Spiny_beetle,51,126,514,521
668.jpg,800,600,Spiny_beetle,86,148,684,576
669.jpg,800,600,Spiny_beetle,176,211,417,440
67.jpg,800,600,Armyworms,73,244,690,412
670.jpg,800,600,Spiny_beetle,124,144,497,318
671.jpg,800,600,Spiny_beetle,511,144,710,254
672.jpg,800,600,Spiny_beetle,214,39,638,448
673.jpg,800,600,Spiny_beetle,317,197,693,444
674.jpg,800,600,Spiny_beetle,63,199,510,500
675.jpg,800,600,Spiny_beetle,177,181,751,498
676.jpg,800,600,Spiny_beetle,98,173,746,452
677.jpg,800,600,Spiny_beetle,64,159,570,453
678.jpg,800,600,Spiny_beetle,249,62,744,420
679.jpg,800,600,Spiny_beetle,194,197,665,470
68.jpg,800,600,Armyworms,245,236,555,404
680.jpg,800,600,Spiny_beetle,133,134,636,437
681.jpg,800,600,Spiny_beetle,407,230,577,494
681.jpg,800,600,Spiny_beetle,131,261,397,448
682.jpg,800,600,Spiny_beetle,162,187,698,403
683.jpg,800,600,Spiny_beetle,97,162,477,487
684.jpg,800,600,Spiny_beetle,123,219,563,519
685.jpg,800,600,Spiny_beetle,127,200,638,448
686.jpg,800,600,Spiny_beetle,49,116,464,360
687.jpg,800,600,Spiny_beetle,103,94,565,465
688.jpg,800,600,Spiny_beetle,166,182,710,451
689.jpg,800,600,Spiny_beetle,234,147,741,521
69.jpg,800,600,Brown_plant_leafhopper,55,169,636,466
690.jpg,800,600,Spiny_beetle,131,15,650,583
691.jpg,800,600,Spiny_beetle,45,207,522,494
692.jpg,800,600,Spiny_beetle,252,162,458,487
693.jpg,800,600,Spiny_beetle,131,118,702,492
694.jpg,800,600,Spiny_beetle,88,115,567,484
695.jpg,800,600,Spiny_beetle,159,196,581,508
696.jpg,800,600,Spiny_beetle,112,190,428,570
697.jpg,800,600,Spiny_beetle,118,73,565,431
698.jpg,800,600,Spiny_beetle,26,66,644,507
699.jpg,800,600,Spiny_beetle,237,253,645,523
70.jpg,800,600,Brown_plant_leafhopper,340,52,672,574
700.jpg,800,600,Spiny_beetle,57,185,549,468
701.jpg,800,600,Spiny_beetle,276,218,647,523
702.jpg,800,600,Spiny_beetle,306,178,507,465
703.jpg,800,600,Spiny_beetle,135,104,510,448
704.jpg,800,600,Spiny_beetle,87,148,692,458
705.jpg,800,600,Spiny_beetle,347,125,502,473
706.jpg,800,600,Spiny_beetle,484,174,696,298
707.jpg,800,600,Spiny_beetle,123,100,515,422
708.jpg,800,600,Spiny_beetle,152,180,564,426
709.jpg,800,600,Spiny_beetle,147,182,595,538
71.jpg,800,600,Brown_plant_leafhopper,143,215,684,479
710.jpg,800,600,Spiny_beetle,238,258,600,506
711.jpg,800,600,Spiny_beetle,237,208,536,383
712.jpg,800,600,Spiny_beetle,53,127,780,560
713.jpg,800,600,Spiny_beetle,155,104,703,501
714.jpg,800,600,Spiny_beetle,279,212,635,509
715.jpg,800,600,Spiny_beetle,137,227,671,452
717.jpg,800,600,Spiny_beetle,33,182,568,429
718.jpg,800,600,Spiny_beetle,197,180,587,421
719.jpg,800,600,Spiny_beetle,10,201,494,447
72.jpg,800,600,Brown_plant_leafhopper,231,184,633,441
720.jpg,800,600,Spiny_beetle,67,160,667,419
721.jpg,800,600,Spiny_beetle,303,94,701,390
722.jpg,800,600,Spiny_beetle,90,87,630,484
723.jpg,800,600,Spiny_beetle,415,180,651,451
724.jpg,800,600,Spiny_beetle,418,192,683,399
725.jpg,800,600,Spiny_beetle,170,89,589,546
726.jpg,800,600,Spiny_beetle,192,268,581,584
727.jpg,800,600,Spiny_beetle,391,126,655,324
73.jpg,800,600,Brown_plant_leafhopper,123,114,699,419
74.jpg,800,600,Brown_plant_leafhopper,88,64,787,503
75.jpg,800,600,Brown_plant_leafhopper,460,7,767,399
75.jpg,800,600,Brown_plant_leafhopper,16,173,311,541
75.jpg,800,600,Brown_plant_leafhopper,328,229,521,585
750.jpg,800,600,Thrips,211,204,636,457
751.jpg,800,600,Thrips,230,186,473,478
752.jpg,800,600,Thrips,151,52,711,480
753.jpg,800,600,Thrips,76,152,653,470
754.jpg,800,600,Thrips,417,25,695,422
754.jpg,800,600,Thrips,255,172,413,426
754.jpg,800,600,Thrips,90,374,231,535
755.jpg,800,600,Thrips,34,469,359,552
755.jpg,800,600,Thrips,496,134,636,349
755.jpg,800,600,Thrips,142,283,257,388
755.jpg,800,600,Thrips,270,221,348,300
755.jpg,800,600,Thrips,441,329,488,468
755.jpg,800,600,Thrips,275,360,362,456
755.jpg,800,600,Thrips,654,139,773,247
756.jpg,800,600,Thrips,308,141,611,334
756.jpg,800,600,Thrips,189,224,477,447
757.jpg,800,600,Thrips,246,63,523,564
758.jpg,800,600,Thrips,248,84,547,463
759.jpg,800,600,Thrips,247,108,589,558
76.jpg,800,600,Brown_plant_leafhopper,634,44,739,214
76.jpg,800,600,Brown_plant_leafhopper,430,389,567,568
76.jpg,800,600,Brown_plant_leafhopper,140,162,264,424
760.jpg,800,600,Thrips,136,176,702,483
761.jpg,800,600,Thrips,350,254,466,504
762.jpg,800,600,Thrips,103,149,653,501
763.jpg,800,600,Thrips,101,178,599,378
764.jpg,800,600,Thrips,134,54,714,512
765.jpg,800,600,Thrips,365,218,775,566
765.jpg,800,600,Thrips,77,68,356,330
766.jpg,800,600,Thrips,145,31,777,258
767.jpg,800,600,Thrips,334,220,497,395
767.jpg,800,600,Thrips,598,434,695,549
768.jpg,800,600,Thrips,242,166,624,482
77.jpg,800,600,Brown_plant_leafhopper,13,52,377,480
770.jpg,800,600,Thrips,116,139,773,464
771.jpg,800,600,Thrips,144,40,632,340
772.jpg,800,600,Thrips,174,133,499,578
773.jpg,800,600,Thrips,191,208,665,414
774.jpg,800,600,Thrips,166,112,495,255
774.jpg,800,600,Thrips,370,268,627,494
774.jpg,800,600,Thrips,319,413,499,597
775.jpg,800,600,Thrips,281,194,559,313
776.jpg,800,600,Thrips,265,229,642,381
778.jpg,800,600,Thrips,173,267,526,430
779.jpg,800,600,Thrips,308,228,716,494
78.jpg,800,600,Brown_plant_leafhopper,135,20,741,424
780.jpg,800,600,Thrips,72,67,663,564
781.jpg,800,600,Thrips,277,267,492,401
782.jpg,800,600,Thrips,34,175,758,471
783.jpg,800,600,Thrips,283,124,517,470
784.jpg,800,600,Thrips,257,144,509,284
785.jpg,800,600,Thrips,274,176,452,344
786.jpg,800,600,Thrips,113,104,632,574
787.jpg,800,600,Thrips,136,211,640,489
788.jpg,800,600,Thrips,127,138,731,475
789.jpg,800,600,Thrips,25,195,657,456
79.jpg,800,600,Brown_plant_leafhopper,320,295,457,422
790.jpg,800,600,Thrips,114,442,326,559
790.jpg,800,600,Thrips,435,194,575,336
791.jpg,800,600,Thrips,375,162,562,494
792.jpg,800,600,Thrips,133,208,482,312
792.jpg,800,600,Thrips,97,335,402,442
792.jpg,800,600,Thrips,541,77,794,224
793.jpg,800,600,Thrips,134,211,633,430
794.jpg,800,600,Thrips,48,72,756,374
795.jpg,800,600,Thrips,28,238,662,502
796.jpg,800,600,Thrips,325,232,517,335
796.jpg,800,600,Thrips,397,482,620,582
796.jpg,800,600,Thrips,147,295,292,479
798.jpg,800,600,Thrips,198,172,538,404
799.jpg,800,600,Thrips,327,216,765,339
799.jpg,800,600,Thrips,435,39,797,186
799.jpg,800,600,Thrips,4,140,347,275
80.jpg,800,600,Brown_plant_leafhopper,171,58,455,406
80.jpg,800,600,Brown_plant_leafhopper,483,267,690,595
800.jpg,800,600,Thrips,21,85,739,354
801.jpg,800,600,Thrips,537,237,718,584
801.jpg,800,600,Thrips,68,57,605,211
802.jpg,800,600,Thrips,225,227,719,586
802.jpg,800,600,Thrips,107,36,247,193
802.jpg,800,600,Thrips,8,388,173,568
803.jpg,800,600,Thrips,116,140,337,226
803.jpg,800,600,Thrips,536,141,689,367
803.jpg,800,600,Thrips,244,235,436,384
804.jpg,800,600,Thrips,443,94,518,186
804.jpg,800,600,Thrips,447,489,530,597
805.jpg,800,600,Thrips,317,266,752,531
806.jpg,800,600,Thrips,318,226,583,426
81.jpg,800,600,Brown_plant_leafhopper,377,72,655,354
81.jpg,800,600,Brown_plant_leafhopper,107,237,376,559
82.jpg,800,600,Brown_plant_leafhopper,82,165,659,463
821.jpg,800,600,White_backed_plant_hopper,98,60,313,420
821.jpg,800,600,White_backed_plant_hopper,396,124,695,516
822.jpg,800,600,White_backed_plant_hopper,272,114,608,447
823.jpg,800,600,White_backed_plant_hopper,237,179,531,454
824.jpg,800,600,White_backed_plant_hopper,359,68,688,576
825.jpg,800,600,White_backed_plant_hopper,207,136,583,471
826.jpg,800,600,White_backed_plant_hopper,401,72,564,252
826.jpg,800,600,White_backed_plant_hopper,59,410,290,583
827.jpg,800,600,White_backed_plant_hopper,567,24,710,164
827.jpg,800,600,White_backed_plant_hopper,218,84,329,228
827.jpg,800,600,White_backed_plant_hopper,88,386,255,516
827.jpg,800,600,White_backed_plant_hopper,118,248,224,384
827.jpg,800,600,White_backed_plant_hopper,365,263,507,431
827.jpg,800,600,White_backed_plant_hopper,516,321,633,464
827.jpg,800,600,White_backed_plant_hopper,568,165,653,304
828.jpg,800,600,White_backed_plant_hopper,232,123,607,452
829.jpg,800,600,White_backed_plant_hopper,178,196,717,362
83.jpg,800,600,Brown_plant_leafhopper,221,171,655,411
830.jpg,800,600,White_backed_plant_hopper,92,114,603,393
831.jpg,800,600,White_backed_plant_hopper,326,275,398,378
831.jpg,800,600,White_backed_plant_hopper,239,395,316,508
831.jpg,800,600,White_backed_plant_hopper,154,231,217,341
831.jpg,800,600,White_backed_plant_hopper,172,40,237,162
832.jpg,800,600,White_backed_plant_hopper,263,184,553,457
833.jpg,800,600,White_backed_plant_hopper,216,331,317,597
833.jpg,800,600,White_backed_plant_hopper,231,73,449,195
833.jpg,800,600,White_backed_plant_hopper,413,224,500,594
834.jpg,800,600,White_backed_plant_hopper,197,137,519,489
835.jpg,800,600,White_backed_plant_hopper,62,74,150,204
835.jpg,800,600,White_backed_plant_hopper,54,309,113,407
835.jpg,800,600,White_backed_plant_hopper,186,332,271,466
835.jpg,800,600,White_backed_plant_hopper,462,364,527,493
835.jpg,800,600,White_backed_plant_hopper,667,348,723,454
835.jpg,800,600,White_backed_plant_hopper,599,128,676,243
835.jpg,800,600,White_backed_plant_hopper,634,490,716,594
835.jpg,800,600,White_backed_plant_hopper,207,64,284,184
835.jpg,800,600,White_backed_plant_hopper,157,182,210,275
837.jpg,800,600,White_backed_plant_hopper,226,199,583,442
837.jpg,800,600,White_backed_plant_hopper,237,31,426,150
838.jpg,800,600,White_backed_plant_hopper,287,208,532,444
839.jpg,800,600,White_backed_plant_hopper,295,283,433,462
839.jpg,800,600,White_backed_plant_hopper,77,28,225,169
839.jpg,800,600,White_backed_plant_hopper,135,176,263,312
839.jpg,800,600,White_backed_plant_hopper,164,346,289,484
839.jpg,800,600,White_backed_plant_hopper,540,408,677,550
839.jpg,800,600,White_backed_plant_hopper,467,91,587,244
839.jpg,800,600,White_backed_plant_hopper,597,157,723,298
839.jpg,800,600,White_backed_plant_hopper,596,284,693,426
84.jpg,800,600,Brown_plant_leafhopper,209,143,477,494
840.jpg,800,600,White_backed_plant_hopper,337,107,386,218
840.jpg,800,600,White_backed_plant_hopper,300,237,369,354
840.jpg,800,600,White_backed_plant_hopper,377,251,420,345
840.jpg,800,600,White_backed_plant_hopper,353,373,401,443
840.jpg,800,600,White_backed_plant_hopper,376,449,416,550
841.jpg,800,600,White_backed_plant_hopper,91,136,654,445
842.jpg,800,600,White_backed_plant_hopper,334,284,427,418
842.jpg,800,600,White_backed_plant_hopper,367,149,516,267
843.jpg,800,600,White_backed_plant_hopper,17,183,799,539
844.jpg,800,600,White_backed_plant_hopper,304,150,508,429
846.jpg,800,600,White_backed_plant_hopper,208,137,473,402
847.jpg,800,600,White_backed_plant_hopper,400,390,527,560
847.jpg,800,600,White_backed_plant_hopper,627,44,731,167
847.jpg,800,600,White_backed_plant_hopper,80,156,215,309
847.jpg,800,600,White_backed_plant_hopper,43,284,167,427
848.jpg,800,600,White_backed_plant_hopper,341,74,707,542
849.jpg,800,600,White_backed_plant_hopper,331,244,448,398
85.jpg,800,600,Brown_plant_leafhopper,231,209,494,466
850.jpg,800,600,White_backed_plant_hopper,38,396,214,515
850.jpg,800,600,White_backed_plant_hopper,267,207,433,330
850.jpg,800,600,White_backed_plant_hopper,479,38,615,154
850.jpg,800,600,White_backed_plant_hopper,359,365,450,516
850.jpg,800,600,White_backed_plant_hopper,589,160,677,276
850.jpg,800,600,White_backed_plant_hopper,457,244,557,444
851.jpg,800,600,White_backed_plant_hopper,487,271,673,584
851.jpg,800,600,White_backed_plant_hopper,210,75,420,421
852.jpg,800,600,White_backed_plant_hopper,203,120,627,538
853.jpg,800,600,White_backed_plant_hopper,197,27,299,190
853.jpg,800,600,White_backed_plant_hopper,195,254,296,401
853.jpg,800,600,White_backed_plant_hopper,399,442,485,585
853.jpg,800,600,White_backed_plant_hopper,226,408,297,541
855.jpg,800,600,White_backed_plant_hopper,151,288,632,517
86.jpg,800,600,Brown_plant_leafhopper,38,91,684,424
87.jpg,800,600,Brown_plant_leafhopper,180,39,670,594
88.jpg,800,600,Brown_plant_leafhopper,126,229,598,442
880.jpg,800,600,Whorl_maggot,277,31,502,122
880.jpg,800,600,Whorl_maggot,317,187,426,341
880.jpg,800,600,Whorl_maggot,609,309,701,497
882.jpg,800,600,Whorl_maggot,296,175,507,404
883.jpg,800,600,Whorl_maggot,323,205,465,409
884.jpg,800,600,Whorl_maggot,164,213,580,390
885.jpg,800,600,Whorl_maggot,188,226,310,339
885.jpg,800,600,Whorl_maggot,429,274,493,344
886.jpg,800,600,Whorl_maggot,227,196,654,367
887.jpg,800,600,Whorl_maggot,239,127,501,460
888.jpg,800,600,Whorl_maggot,99,224,686,511
889.jpg,800,600,Whorl_maggot,327,293,517,452
889.jpg,800,600,Whorl_maggot,326,24,448,130
89.jpg,800,600,Brown_plant_leafhopper,278,127,597,487
890.jpg,800,600,Whorl_maggot,343,318,439,448
891.jpg,800,600,Whorl_maggot,297,176,529,394
892.jpg,800,600,Whorl_maggot,132,250,686,407
893.jpg,800,600,Whorl_maggot,210,238,706,329
896.jpg,800,600,Whorl_maggot,97,154,623,467
897.jpg,800,600,Whorl_maggot,327,227,419,496
897.jpg,800,600,Whorl_maggot,106,141,181,475
897.jpg,800,600,Whorl_maggot,612,428,703,558
897.jpg,800,600,Whorl_maggot,622,24,705,168
898.jpg,800,600,Whorl_maggot,267,204,527,444
899.jpg,800,600,Whorl_maggot,29,167,754,428
90.jpg,800,600,Brown_plant_leafhopper,367,160,626,451
900.jpg,800,600,Whorl_maggot,85,39,775,490
901.jpg,800,600,Whorl_maggot,116,210,710,403
902.jpg,800,600,Whorl_maggot,58,258,727,514
903.jpg,800,600,Whorl_maggot,123,122,558,394
904.jpg,800,600,Whorl_maggot,358,110,573,394
905.jpg,800,600,Whorl_maggot,309,219,640,409
907.jpg,800,600,Whorl_maggot,73,95,669,567
908.jpg,800,600,Whorl_maggot,92,240,513,448
909.jpg,800,600,Whorl_maggot,87,175,727,373
91.jpg,800,600,Brown_plant_leafhopper,251,180,543,309
910.jpg,800,600,Whorl_maggot,387,63,651,572
911.jpg,800,600,Whorl_maggot,42,55,737,572
912.jpg,800,600,Whorl_maggot,93,34,687,560
913.jpg,800,600,Whorl_maggot,196,211,296,316
913.jpg,800,600,Whorl_maggot,448,214,622,385
914.jpg,800,600,Whorl_maggot,264,332,594,508
915.jpg,800,600,Whorl_maggot,367,204,514,391
92.jpg,800,600,Brown_plant_leafhopper,190,308,611,585
93.jpg,800,600,Brown_plant_leafhopper,154,256,267,397
93.jpg,800,600,Brown_plant_leafhopper,482,210,667,311
94.jpg,800,600,Brown_plant_leafhopper,119,12,270,224
94.jpg,800,600,Brown_plant_leafhopper,341,218,464,368
95.jpg,800,600,Brown_plant_leafhopper,358,278,519,391
96.jpg,800,600,Brown_plant_leafhopper,424,245,652,392
97.jpg,800,600,Brown_plant_leafhopper,148,59,743,519
98.jpg,800,600,Brown_plant_leafhopper,68,164,590,433
99.jpg,800,600,Brown_plant_leafhopper,359,249,552,515
